,gl,eu,cbam
CHE_MANpha,-0.4388097147157126,-0.006648632041148261,-0.005663649516534175
CHE_MANwoo,0.0,0.0,0.0
CHE_PROleg,0.11739354049080089,0.0002055928905263547,0.03495079138955532
CHE_PUB+,0.003945864721599602,-0.0024661654509998076,0.003945864721599602
CHE_RES+,-0.026877737331510082,-0.026877737331510082,-0.026877737331510082
CHE_TRDmot,0.3044486574991199,0.004307166412867398,-0.1822611471550966
CHN_ADM+,1.3305349503630546,0.06177759490948526,-1.2177908396532435
CHN_AGRagr,0.022646532052618556,0.02743714460221119,-0.154823887398195
CHN_CNS+,0.0,0.0,0.0
CHN_COMcom,0.0,0.0,0.0
CHN_ENRele,-0.207549067491652,-0.011023091596673536,1.8389666237993283
CHN_ENRoil,-0.14157768708272905,0.18256205756100824,0.6079648822488152
CHN_FD+,0.04012720646341755,0.06019080969512633,0.07660648506652443
CHN_FINser,-0.009989527444982087,0.0,0.0
CHN_MANche,-0.4431950544204545,0.021940349228735705,1.5078661724228588
